Time,Reference,Target
21.46,57.89,57.89
21.48,58.71,58.71
21.5,59.63,59.63
21.52,60.25,60.25
21.54,60.8,60.8
21.56,60.93,60.93
21.58,61.08,61.08
21.6,61.72,61.72
21.62,62.39,62.39
21.64,63.42,63.42
21.66,63.96,63.96
21.68,64.21,64.21
21.7,63.85,63.85
21.72,63.38,63.38
21.74,63.1,63.1
21.76,62.87,62.87
21.78,62.94,62.94
21.8,63.25,63.25
21.82,63.5,63.5
21.84,64.07,64.07
21.86,64.57,64.57
21.88,64.68,64.68
21.9,64.64,64.64
21.92,64.88,64.88
21.94,65.41,65.41
21.96,65.28,
21.98,65.32,
22,65.95,
22.02,66.43,
22.04,66.99,
22.06,67.51,67.51
22.08,68.11,
22.1,68.71,
22.12,69.38,
22.14,69.83,
22.16,70.21,
22.18,70.41,
22.2,70.63,70.63
22.22,70.76,
22.24,70.6,
22.26,70.64,
22.28,70.63,
22.3,70.65,
22.32,70.72,
22.34,70.76,
22.36,70.69,70.69
22.38,70.6,
22.4,70.57,
22.42,70.52,
22.44,70.72,
22.46,70.77,
22.48,71.07,
22.5,71.18,
22.52,71.09,
22.54,71.01,
22.56,70.87,
22.58,70.44,
22.6,70.55,
22.62,71,
22.64,71.52,
22.66,72.14,
22.68,72.59,
22.7,73,
22.72,73.24,
22.74,73.47,
22.76,73.23,
22.78,73.3,
22.8,73.37,
22.82,73.39,
22.84,73.5,
22.86,73.74,
22.88,74.03,
22.9,74.39,
22.92,75.01,
22.94,75.19,
22.96,75.46,
22.98,75.56,
23,75.84,75.84
23.02,76.1,
23.04,76.57,
23.06,76.85,
23.08,77.3,
23.1,77.61,77.61
23.12,77.82,
23.14,78.47,
23.16,78.8,78.8
23.18,79.09,
23.2,79.69,79.69
23.22,80.21,80.21
23.24,80.63,80.63
23.26,81.18,81.18
23.28,81.66,81.66
23.3,82.08,82.08
23.32,82.69,82.69
23.34,83.24,83.24
23.36,83.78,83.78
23.38,84.37,84.37
23.4,84.86,84.86
23.42,85.32,85.32
23.44,85.86,85.86
23.46,86.22,86.22
23.48,86.53,86.53
23.5,86.81,86.81
23.52,86.97,86.97
23.54,86.68,86.68
23.56,86.69,86.69
23.58,86.69,86.69
23.6,86.65,86.65
23.62,86.42,86.42
23.64,86.45,86.45
23.66,86.74,86.74
23.68,86.38,86.38
23.7,85.69,85.69
23.72,85.02,85.02
23.74,84.54,84.54
23.76,84.16,84.16
23.78,83.31,83.31
23.8,81.74,81.74
23.82,80.17,80.17
23.84,78.44,78.44
23.86,76.73,76.73
23.88,75.13,75.13
23.9,73.41,
23.92,71.45,
23.94,69.79,
23.96,67.89,
23.98,66,
24,64.31,
24.02,62.09,
24.04,60.04,
24.06,57.7,57.7
24.08,56.06,
24.1,52.56,
24.12,52.21,
24.14,51.71,
24.16,51.31,
24.18,51.18,
24.2,51.07,
24.22,50.36,50.36
24.24,50.13,
24.26,49.15,
24.28,47.4,
24.3,46.29,46.29
24.32,46.28,46.28
24.34,46.76,46.76
24.36,47.42,47.42
24.38,47.79,47.79
24.4,47.93,47.93
24.42,48.23,48.23
24.44,48.1,48.1
24.46,48.3,48.3
24.48,48.16,48.16
24.5,47.91,47.91
24.52,47.58,47.58
24.54,46.63,46.63
24.56,45.66,45.66
24.58,44.73,44.73
24.6,43.94,43.94
24.62,43.23,43.23
24.64,42.75,42.75
24.66,42.61,42.61
24.68,42.32,42.32
24.7,42.15,42.15
24.72,41.44,41.44
24.74,40.32,40.32
24.76,39.98,39.98
24.78,39.21,
24.8,38.73,
24.82,37.41,
24.84,35.73,
24.86,33.87,
24.88,32.44,
24.9,31.25,
24.92,30.37,
24.94,29.69,29.69
24.96,28.79,
24.98,27.94,
25,26.69,
25.02,25.41,
25.04,24.15,
25.06,22.89,
25.08,19.86,
25.1,18.53,
25.12,16.97,
25.14,15.17,
25.16,13.43,
25.18,11.95,
25.2,10.83,
25.22,9.88,
25.24,9.1,
25.26,8.34,8.34
25.28,7.65,
25.3,6.79,
25.32,5.62,
25.34,4.49,
25.36,3.51,
25.38,0,
25.4,0,
25.42,0,
25.44,0,
25.46,0,
25.48,0,
25.5,0,
25.52,0,
25.54,0,
25.56,0,
25.58,0,
25.6,0,
25.62,0,
25.64,0,
25.66,3.44,
25.68,5.68,
25.7,7.95,
25.72,10.02,
25.74,12.21,
25.76,14.58,
25.78,16.87,16.87
25.8,19.03,
25.82,21.05,
25.84,22.78,
25.86,24.01,
25.88,24.52,
25.9,24.66,
25.92,24.48,24.48
25.94,24.19,24.19
25.96,23.97,23.97
25.98,24.41,24.41
26,25.1,25.1
26.02,26.24,26.24
26.04,27.4,27.4
26.06,28.74,28.74
26.08,31.71,31.71
26.1,33.34,33.34
26.12,35.01,35.01
26.14,36.38,36.38
26.16,37.72,37.72
26.18,38.87,38.87
26.2,39.93,39.93
26.22,40.71,40.71
26.24,40.95,40.95
26.26,41.11,41.11
26.28,41.49,41.49
26.3,41.66,41.66
26.32,41.41,41.41
26.34,41.23,41.23
26.36,39.86,39.86
26.38,38.55,38.55
26.4,37.38,37.38
26.42,36.56,36.56
26.44,35.76,35.76
26.46,36.01,36.01
26.48,36.36,36.36
26.5,36.46,36.46
26.52,36.61,36.61
26.54,36.49,36.49
26.56,36.57,36.57
26.58,35.06,35.06
26.6,33.64,33.64
26.62,31.8,31.8
26.64,30.39,30.39
26.66,29.3,29.3
26.68,27.53,27.53
26.7,26.61,26.61
26.72,25.52,25.52
26.74,22.57,22.57
26.76,20.53,20.53
26.78,20.11,20.11
26.8,20.15,20.15
26.82,19.99,
26.84,19.93,
26.86,19.96,
26.88,20.49,
26.9,21.83,
26.92,23.65,23.65
26.94,25.53,
26.96,27.08,
26.98,27.83,
27,28.69,
27.02,30.22,
27.04,31.51,
27.06,32.83,
27.08,34.01,
27.1,35.28,
27.12,36.3,
27.14,36.89,
27.16,37.35,37.35
27.18,37.48,
27.2,37.57,
27.22,37.4,
27.24,35.96,
27.26,33.5,33.5
27.28,30.92,
27.3,28.55,
27.32,26.89,
27.34,26.5,
27.36,26.8,
27.38,27.42,
27.4,28.04,28.04
27.42,28.52,
27.44,28.76,
27.46,28.74,
27.48,28.71,
27.5,28.79,
27.52,28.21,
27.54,26.99,
27.56,26.28,
27.58,25.87,
27.6,25.68,
27.62,26.05,
27.64,27.24,
27.66,28.3,
27.68,29.35,
27.7,30.23,
27.72,31.14,
27.74,32.15,
27.76,33.12,33.12
27.78,33.97,
27.8,35.38,
27.82,37.17,
27.84,40.37,
27.86,41.9,
27.88,43.32,43.32
27.9,44.72,
27.92,46.07,
27.94,47.43,
27.96,48.81,
27.98,49.91,49.91
28,50.99,
28.02,52.13,
28.04,53.25,
28.06,54.37,
28.08,55.36,
28.1,56.49,56.49
28.12,57.84,
28.14,58.91,
28.16,61.36,
28.18,62.45,62.45
28.2,63.4,
28.22,64.36,
28.24,65.32,
28.26,66.42,66.42
28.28,66.98,66.98
28.3,67.48,67.48
28.32,68.06,68.06
28.34,68.47,68.47
28.36,69.04,69.04
28.38,69.05,69.05
28.4,68.77,68.77
28.42,68.57,68.57
28.44,68,68
28.46,67.55,67.55
28.48,67.51,67.51
28.5,67.77,67.77
28.52,68.42,68.42
28.54,69.02,69.02
28.56,69.43,69.43
28.58,70.17,70.17
28.6,70.49,70.49
28.62,70.66,70.66
28.64,70.85,70.85
28.66,71.21,71.21
28.68,71.58,71.58
28.7,71.84,71.84
28.72,72.06,72.06
28.74,72.48,72.48
28.76,72.99,72.99
28.78,73.45,73.45
28.8,73.57,73.57
28.82,74.05,74.05
28.84,74.46,74.46
28.86,75.08,75.08
28.88,75.38,75.38
28.9,75.79,75.79
28.92,76.06,76.06
28.94,76.26,76.26
28.96,76.54,76.54
28.98,76.86,76.86
29,77,77
29.02,77.34,77.34
29.04,77.42,77.42
29.06,77.7,77.7
29.08,77.86,77.86
29.1,78.02,78.02
29.12,78.35,78.35
29.14,78.28,78.28
29.16,78.08,78.08
29.18,78.05,78.05
29.2,77.87,77.87
29.22,77.74,77.74
29.24,77.63,77.63
29.26,77.44,77.44
29.28,77.54,77.54
29.3,77.5,77.5
29.32,77.29,77.29
29.34,77.13,77.13
29.36,76.77,76.77
29.38,76.41,76.41
29.4,76.08,76.08
29.42,75.05,75.05
29.44,73.23,73.23
29.46,71.72,71.72
29.48,70.26,70.26
29.5,68.98,68.98
29.52,67.84,67.84
29.54,67.2,67.2
29.56,66.7,66.7
29.58,66.41,66.41
29.6,66.29,66.29
29.62,66.45,66.45
29.64,66.74,66.74
29.66,67.09,67.09
29.68,67.73,67.73
29.7,68.27,68.27
29.72,68.81,68.81
29.74,69.59,69.59
29.76,70.23,70.23
29.78,70.7,70.7
29.8,71.05,71.05
29.82,71.6,71.6
29.84,71.91,71.91
29.86,72.32,72.32
29.88,72.44,72.44
29.9,72.35,72.35
29.92,71.94,71.94
29.94,71.52,71.52
29.96,70.91,70.91
29.98,69.84,69.84
30,68.9,68.9
30.02,68.35,
30.04,67.99,
30.06,67.66,
30.08,67.65,
30.1,67.82,
30.12,67.85,
30.14,68,
30.16,68.07,
30.18,67.94,
30.2,68.18,68.18
30.22,68.47,
30.24,68.83,
30.26,69.31,69.31
30.28,69.86,69.86
30.3,70.55,70.55
30.32,71.05,71.05
30.34,71.37,71.37
30.36,71.62,71.62
30.38,71.13,71.13
30.4,70.51,70.51
30.42,69.46,69.46
30.44,68.43,68.43
30.46,67.56,67.56
30.48,66.84,66.84
30.5,66.59,66.59
30.52,66.33,66.33
30.54,65.96,65.96
30.56,65.67,65.67
30.58,65.65,65.65
30.6,66.14,66.14
30.62,66.69,66.69
30.64,67.01,67.01
30.66,67.39,67.39
30.68,67.83,67.83
30.7,68.34,68.34
30.72,68.83,68.83
30.74,69.35,69.35
30.76,69.68,69.68
30.78,70.03,70.03
30.8,70.4,70.4
30.82,70.97,70.97
30.84,71.47,71.47
30.86,71.87,71.87
30.88,72.42,72.42
30.9,72.74,72.74
30.92,73.26,73.26
30.94,73.02,73.02
30.96,73.05,
30.98,73.17,
31,73.27,
31.02,73.25,
31.04,73.03,
31.06,72.35,
31.08,71.6,
31.1,70.48,
31.12,70.2,
31.14,69.41,
31.16,68.92,
31.18,68.84,
31.2,68.6,
31.22,68.28,
31.24,68.54,
31.26,68.41,
31.28,68.44,
31.3,68.44,
31.32,68.69,
31.34,69.06,
31.36,69.46,69.46
31.38,69.95,69.95
31.4,70.61,70.61
31.42,71.47,71.47
31.44,72.26,72.26
31.46,73,73
31.48,73.75,73.75
31.5,74.72,74.72
31.52,75.33,75.33
31.54,76.22,76.22
31.56,77.04,77.04
31.58,77.79,77.79
31.6,78.46,78.46
31.62,79.12,79.12
31.64,79.98,79.98
31.66,80.77,80.77
31.68,81.39,81.39
31.7,82.14,82.14
31.72,82.52,82.52
31.74,83.71,83.71
31.76,84.25,84.25
31.78,84.8,84.8
31.8,85.3,85.3
31.82,85.92,85.92
31.84,86.55,86.55
31.86,87.29,87.29
31.88,87.77,87.77
31.9,88.14,88.14
31.92,88.64,88.64
31.94,88.59,88.59
31.96,88.45,88.45
31.98,87.78,87.78
32,87.12,87.12
32.02,86.53,86.53
32.04,86.03,86.03
32.06,85.87,85.87
32.08,85.77,85.77
32.1,85.66,85.66
32.12,85.42,85.42
32.14,85.39,85.39
32.16,85.26,
32.18,85.03,
32.2,84.78,
32.22,84.5,
32.24,84.05,
32.26,84,
32.28,84.07,
32.3,84.27,
32.32,84.54,
32.34,84.78,
32.36,84.9,
32.38,84.96,
32.4,85.12,
32.42,85.2,
32.44,85.06,
32.46,85.05,
32.48,84.87,
32.5,84.33,84.33
32.52,83.92,
32.54,83.54,
32.56,83.1,83.1
32.58,82.66,82.66
32.6,81.96,81.96
32.62,80.73,80.73
32.64,80.13,80.13
32.66,80.17,80.17
32.68,80.1,80.1
32.7,79.63,79.63
32.72,79.21,79.21
32.74,78.56,78.56
32.76,78.38,78.38
32.78,78.22,78.22
32.8,77.75,77.75
32.82,77.42,77.42
32.84,77.14,77.14
32.86,76.63,76.63
32.88,76.46,76.46
32.9,75.98,75.98
32.92,76.31,76.31
32.94,76.05,76.05
32.96,76.14,76.14
32.98,76.08,76.08
33,76.22,76.22
33.02,75.97,75.97
33.04,76.12,76.12
33.06,76.08,76.08
33.08,76.45,76.45
33.1,76.87,76.87
33.12,77.26,77.26
33.14,77.18,77.18
33.16,77.25,77.25
33.18,77.79,77.79
33.2,77.98,77.98
33.22,78.31,78.31
33.24,78.55,78.55
33.26,78.72,78.72
33.28,78.95,78.95
33.3,79.32,79.32
33.32,79.64,79.64
33.34,79.86,79.86
33.36,80.12,80.12
33.38,80.43,80.43
33.4,80.65,80.65
33.42,80.88,80.88
33.44,80.92,80.92
33.46,81.02,81.02
33.48,81.23,
33.5,81.36,
33.52,81.54,
33.54,81.92,
33.56,81.97,
33.58,82.15,
33.6,82.09,82.09
33.62,81.93,81.93
33.64,81.91,81.91
33.66,82.15,82.15
33.68,82.37,82.37
33.7,82.44,82.44
33.72,82.77,82.77
33.74,83.02,83.02
33.76,83.1,83.1
33.78,83.23,83.23
33.8,83.41,83.41
33.82,83.16,83.16
33.84,83.24,83.24
33.86,83.27,83.27
33.88,83.31,83.31
33.9,83.31,83.31
33.92,83.27,83.27
33.94,83.22,83.22
33.96,83.25,83.25
33.98,83.25,83.25
34,83.47,83.47
34.02,83.38,83.38
34.04,83.4,83.4
34.06,83.32,83.32
34.08,82.9,82.9
34.1,82.32,82.32
34.12,81.67,81.67
34.14,80.36,80.36
34.16,78.99,78.99
34.18,77.09,77.09
34.2,75.89,75.89
34.22,73.68,73.68
34.24,72.65,72.65
34.26,72.13,72.13
34.28,71.93,71.93
34.3,71.53,71.53
34.32,71.54,71.54
34.34,71.63,71.63
34.36,71.59,71.59
34.38,71.6,71.6
34.4,71.73,71.73
34.42,71.98,71.98
34.44,72.4,72.4
34.46,73.02,73.02
34.48,73.54,73.54
34.5,74.44,74.44
34.52,75.26,75.26
34.54,75.9,75.9
34.56,76.83,76.83
34.58,77.14,77.14
34.6,77.86,77.86
34.62,78.59,78.59
34.64,79.09,79.09
34.66,79.58,79.58
34.68,80.22,80.22
34.7,81.05,81.05
34.72,81.99,81.99
34.74,82.9,82.9
34.76,83.59,83.59
34.78,84.18,84.18
34.8,84.67,84.67
34.82,85.23,85.23
34.84,85.55,85.55
34.86,85.95,85.95
34.88,86.18,86.18
34.9,86.48,86.48
34.92,86.75,86.75
34.94,87.29,87.29
34.96,87.44,87.44
34.98,87.36,87.36
35,87.34,87.34
35.02,87.46,87.46
35.04,87.19,87.19
35.06,87.17,87.17
35.08,86.92,86.92
35.1,86.85,86.85
35.12,86.56,86.56
35.14,86.65,86.65
35.16,86.24,86.24
35.18,85.79,85.79
35.2,85.33,85.33
35.22,85.11,85.11
35.24,84.14,84.14
35.26,83.62,83.62
35.28,83.47,83.47
35.3,83.48,83.48
35.32,83.56,83.56
35.34,83.65,83.65
35.36,83.56,83.56
35.38,83.52,83.52
35.4,83.54,83.54
35.42,83.73,83.73
35.44,84.03,84.03
35.46,84.09,84.09
35.48,83.98,83.98
35.5,83.37,83.37
35.52,82.89,82.89
35.54,82.32,82.32
35.56,82.48,82.48
35.58,82.08,82.08
35.6,81.88,81.88
35.62,81.34,81.34
35.64,80.88,80.88
35.66,80.5,80.5
35.68,80.15,80.15
35.7,80.34,80.34
35.72,80.56,80.56
35.74,80.99,80.99
35.76,81.29,81.29
35.78,81.87,81.87
35.8,82.48,82.48
35.82,83.37,83.37
35.84,84.04,84.04
35.86,84.83,84.83
35.88,85.63,85.63
35.9,86.37,86.37
35.92,87.21,87.21
35.94,88.02,88.02
35.96,88.75,88.75
35.98,89.35,89.35
36,90.24,90.24
36.02,90.92,90.92
36.04,91.54,91.54
36.06,92.33,92.33
36.08,92.99,92.99
36.1,93.42,93.42
36.12,93.89,93.89
36.14,94.12,94.12
36.16,94.11,94.11
36.18,94.11,94.11
36.2,94.18,94.18
36.22,94.44,94.44
36.24,94.53,94.53
36.26,94.78,94.78
36.28,94.89,94.89
36.3,95.1,95.1
36.32,95.12,95.12
36.34,95.15,95.15
36.36,95.38,95.38
36.38,95.33,
36.4,95.2,
36.42,95,
36.44,94.52,
36.46,94.2,
36.48,94.05,
36.5,93.49,
36.52,93.34,
36.54,93.14,
36.56,92.76,
36.58,92.57,
36.6,92.44,
36.62,92.43,
36.64,92.43,
36.66,92.57,
36.68,92.73,
36.7,92.83,
36.72,93.27,
36.74,93.59,
36.76,93.82,
36.78,94.21,
36.8,94.17,
36.82,94.14,
36.84,94.17,
36.86,93.66,
36.88,93.03,
36.9,92.11,92.11
36.92,91.44,91.44
36.94,90.86,90.86
36.96,90.51,90.51
36.98,89.84,89.84
37,88.64,88.64
37.02,87.43,87.43
37.04,86.22,86.22
37.06,85.11,85.11
37.08,83.57,83.57
37.1,82.47,82.47
37.12,80.97,80.97
37.14,79.6,79.6
37.16,77.93,77.93
37.18,75.91,75.91
37.2,72.98,72.98
37.22,70.17,70.17
37.24,67.06,67.06
37.26,63.49,63.49
37.28,60.49,60.49
37.3,57.38,57.38
37.32,53.82,53.82
37.34,50.86,50.86
37.36,48.74,48.74
37.38,46.55,46.55
37.4,44.44,44.44
37.42,43.22,43.22
37.44,42.51,42.51
37.46,42.13,42.13
37.48,41.38,41.38
37.5,40.78,40.78
37.52,40.84,40.84
37.54,41.8,41.8
37.56,42.98,42.98
37.58,44.09,44.09
37.6,45.32,45.32
37.62,46.72,46.72
37.64,48.33,48.33
37.66,49.85,49.85
37.68,51.2,51.2
37.7,51.72,51.72
37.72,51.98,51.98
37.74,53.08,53.08
37.76,54.65,54.65
37.78,56.06,56.06
37.8,56.84,56.84
37.82,57.08,57.08
37.84,57.34,57.34
37.86,57.59,57.59
37.88,58.45,58.45
37.9,59.32,59.32
37.92,60.24,60.24
37.94,60.85,60.85
37.96,61.01,61.01
37.98,60.81,60.81
38,60.12,60.12
38.02,59.23,59.23
38.04,58.53,58.53
38.06,57.5,57.5
38.08,55.87,55.87
38.1,53.66,
38.12,52.35,
38.14,51.47,
38.16,50.71,
38.18,49.92,
38.2,48.87,
38.22,48.11,
38.24,47.03,
38.26,46.32,
38.28,46,
38.3,45.86,
38.32,46.09,
38.34,46.58,
38.36,47.17,
38.38,48.34,
38.4,49.01,
38.42,50.07,
38.44,50.96,50.96
38.46,51.91,51.91
38.48,52.74,52.74
38.5,52.89,52.89
38.52,52.94,52.94
38.54,53.63,53.63
38.56,54.29,54.29
38.58,54.8,54.8
38.6,55.49,55.49
38.62,56.07,56.07
38.64,56.93,56.93
38.66,57.37,57.37
38.68,57.55,57.55
38.7,58.09,58.09
38.72,58.47,58.47
38.74,59.25,59.25
38.76,59.63,59.63
38.78,60.38,60.38
38.8,60.99,60.99
38.82,61.17,61.17
38.84,62.17,62.17
38.86,62.46,62.46
38.88,63.03,63.03
38.9,63.07,63.07
38.92,63.65,63.65
38.94,64.2,64.2
38.96,64.33,64.33
38.98,64.44,64.44
39,64.9,64.9
39.02,64.77,64.77
39.04,64.7,64.7
39.06,64.57,64.57
39.08,64.62,64.62
39.1,64.79,64.79
39.12,64.99,64.99
39.14,65.39,65.39
39.16,65.65,65.65
39.18,65.89,65.89
39.2,65.17,65.17
39.22,64.57,64.57
39.24,64.15,64.15
39.26,63.85,63.85
39.28,63.08,63.08
39.3,62.71,62.71
39.32,61.97,61.97
39.34,61.5,61.5
39.36,60.06,60.06
39.38,58.14,58.14
39.4,56,56
39.42,53.73,53.73
39.44,52.55,52.55
39.46,52.31,52.31
39.48,52.79,52.79
39.5,52.81,52.81
39.52,52.83,52.83
39.54,52.86,52.86
39.56,52.68,52.68
39.58,51.96,51.96
39.6,51.22,51.22
39.62,50.26,50.26
39.64,49.39,49.39
39.66,48.67,48.67
39.68,48.15,48.15
39.7,47.74,47.74
39.72,47.71,47.71
39.74,48.15,48.15
39.76,48.4,48.4
39.78,48.88,48.88
39.8,50.18,50.18
39.82,51.14,51.14
39.84,52.28,52.28
39.86,53.27,53.27
39.88,54.12,54.12
39.9,54.73,
39.92,55.49,
39.94,56.08,
39.96,56.89,
39.98,57.72,
40,58.44,
40.02,59.34,
40.04,60.26,
40.06,60.88,
40.08,61.6,
40.1,62.37,
40.12,63.06,
40.14,63.83,
40.16,64.29,64.29
40.18,65.04,65.04
40.2,65.55,65.55
40.22,65.95,65.95
40.24,66.52,66.52
40.26,66.55,66.55
40.28,66.98,66.98
40.3,66.78,66.78
40.32,65.65,65.65
40.34,64.11,64.11
40.36,63.64,63.64
40.38,61.77,61.77
40.4,61.49,61.49
40.42,61.11,61.11
40.44,61.06,61.06
40.46,60.14,60.14
40.48,59.66,59.66
40.5,59.08,59.08
40.52,58.34,58.34
40.54,57.6,57.6
40.56,57.29,57.29
40.58,57.07,57.07
40.6,56.89,56.89
40.62,56.76,56.76
40.64,56.7,56.7
40.66,56.75,56.75
40.68,56.61,56.61
40.7,56.66,56.66
40.72,56.62,56.62
40.74,56.52,56.52
40.76,56.62,56.62
40.78,56.7,56.7
40.8,56.79,56.79
40.82,57.08,57.08
40.84,57.52,57.52
40.86,57.87,57.87
40.88,58.25,58.25
40.9,58.87,58.87
40.92,59.35,59.35
40.94,59.86,59.86
40.96,60.2,60.2
40.98,60.8,60.8
41,61.13,61.13
41.02,61.62,61.62
41.04,61.86,61.86
41.06,62.36,62.36
41.08,62.6,62.6
41.1,63.11,63.11
41.12,63.5,63.5
41.14,63.71,63.71
41.16,64.2,64.2
41.18,64.45,64.45
41.2,65.03,65.03
41.22,65.75,65.75
41.24,66.22,66.22
41.26,66.74,66.74
41.28,66.84,66.84
41.3,66.68,66.68
41.32,66.47,66.47
41.34,66.18,66.18
41.36,65.68,65.68
41.38,65.5,65.5
41.4,65.35,65.35
41.42,65.01,65.01
41.44,64.51,64.51
41.46,64.31,64.31
41.48,63.98,63.98
41.5,63.11,63.11
41.52,61.19,61.19
